,customer_id,recency,monetary,ontime_avg,is_graduated_last,is_kam_last,microzona_last,birthday,last_order,frequency,R,F,M,RFM_Score,stock_seguridad,umbral_churn,churned,Segment
23,24,2,404.1688285074627,0.9701492537313433,False,True,112.0,2022-06-03,2023-01-28,33,4,5,5,14,8.25,41.25,False,Clientes VIP
24,25,0,96.40515355932203,0.9152542372881356,True,False,122.0,2021-03-12,2023-06-19,38,5,5,4,14,9.5,47.5,False,Clientes VIP
25,26,0,217.0386539111111,0.84,False,True,1188.0,2020-11-28,2023-08-26,78,5,5,5,15,19.5,97.5,False,Clientes VIP
26,27,0,217.17316573170731,0.9024390243902439,False,True,149.0,2021-11-18,2023-05-06,82,5,5,5,15,20.5,102.5,False,Clientes VIP
27,28,34,37.82524285714286,0.8571428571428571,True,False,476.0,2022-02-26,2023-05-04,3,2,2,1,5,0.75,3.75,True,Clientes Churneados
28,29,12,42.30863166666667,0.9444444444444444,False,False,136.0,2021-12-17,2023-04-13,10,3,4,2,9,2.5,12.5,False,Clientes en Riesgo/Zombies
29,30,6,33.388539,0.9666666666666667,True,False,136.0,2021-03-03,2023-06-14,8,4,3,1,8,2.0,10.0,False,Clientes en Riesgo/Zombies
30,31,0,62.454764583333336,0.9166666666666666,True,False,631.0,2022-03-30,2023-03-17,7,5,3,3,11,1.75,8.75,False,Clientes en Riesgo/Zombies
31,32,1,70.8529464516129,0.9516129032258065,True,False,570.0,2022-03-09,2023-03-20,20,5,5,3,13,5.0,25.0,False,Clientes Leales
32,33,1,126.19453419354839,1.0,False,False,33.0,2022-07-23,2023-07-25,16,5,4,5,14,4.0,20.0,False,Clientes VIP
33,34,0,91.62011191304347,0.8956521739130435,True,False,570.0,2022-09-26,2023-06-16,45,5,5,4,14,11.25,56.25,False,Clientes VIP
34,35,6,216.6701153846154,0.8923076923076924,True,True,112.0,2022-01-24,2023-06-30,32,4,5,5,14,8.0,40.0,False,Clientes VIP
35,36,0,135.64775613138687,0.8394160583941606,False,True,1188.0,2021-03-16,2023-02-18,48,5,5,5,15,12.0,60.0,False,Clientes VIP
36,37,1,162.0541694642857,0.8928571428571429,True,False,122.0,2021-01-19,2023-07-05,23,5,5,5,15,5.75,28.75,False,Clientes VIP
37,38,0,48.32399075,0.9583333333333334,False,False,384.0,2022-01-21,2023-02-14,100,5,5,2,12,25.0,125.0,False,Clientes Leales
38,39,5,112.10085259259259,1.0,True,False,125.0,2021-04-27,2023-02-17,18,4,4,4,12,4.5,22.5,False,Clientes Leales
39,40,2,81.46882891891892,0.8783783783783784,True,False,33.0,2020-11-05,2023-06-13,24,4,5,4,13,6.0,30.0,False,Clientes Leales
40,41,1,49.449064607843134,0.9313725490196079,True,False,479.0,2022-02-23,2023-06-20,40,5,5,2,12,10.0,50.0,False,Clientes Leales
41,42,1,123.3233914117647,0.8941176470588236,True,False,120.0,2022-11-26,2023-07-12,40,5,5,5,15,10.0,50.0,False,Clientes VIP
42,43,0,83.298762421875,0.859375,True,False,1188.0,2021-01-29,2023-07-20,47,5,5,4,14,11.75,58.75,False,Clientes VIP
43,44,5,218.6541787878788,0.9393939393939394,True,False,149.0,2021-09-14,2023-06-08,13,4,4,5,13,3.25,16.25,False,Clientes Leales
44,45,0,83.33102405555556,0.9777777777777777,False,True,136.0,2021-01-22,2023-02-25,79,5,5,4,14,19.75,98.75,False,Clientes VIP
45,46,1,34.58943965517241,0.9655172413793104,True,False,149.0,2021-07-06,2023-08-30,8,5,3,1,9,2.0,10.0,False,Clientes en Riesgo/Zombies
46,47,5,81.8148475,1.0,False,False,382.0,2022-01-18,2023-01-06,18,4,4,4,12,4.5,22.5,False,Clientes Leales
47,48,0,44.30627201612903,0.9032258064516129,True,False,150.0,2021-06-25,2023-06-13,43,5,5,2,12,10.75,53.75,False,Clientes Leales
48,49,0,75.36259368421054,1.0,True,False,347.0,2021-08-18,2023-04-12,29,5,5,3,13,7.25,36.25,False,Clientes Leales
49,50,0,57.369676744186044,0.9593023255813954,True,False,125.0,2022-04-11,2023-06-06,64,5,5,3,13,16.0,80.0,False,Clientes Leales
50,51,6,125.43571807692307,0.9615384615384616,False,False,149.0,2022-02-12,2023-07-21,12,4,4,5,13,3.0,15.0,False,Clientes Leales
51,52,3,69.00665064516129,0.967741935483871,False,True,121.0,2021-08-06,2023-03-08,46,4,5,3,12,11.5,57.5,False,Clientes Leales
52,53,0,117.89426542056076,0.8691588785046729,True,False,354.0,2022-03-03,2023-05-13,88,5,5,5,15,22.0,110.0,False,Clientes VIP
53,54,2,40.76577806451613,0.967741935483871,True,False,209.0,2021-03-02,2023-07-05,36,4,5,2,11,9.0,45.0,False,Clientes en Riesgo/Zombies
54,55,5,48.80269325,0.85,True,False,1188.0,2021-05-29,2023-04-12,13,4,4,2,10,3.25,16.25,False,Clientes en Riesgo/Zombies
55,56,12,87.537288,1.0,True,False,347.0,2022-06-28,2023-03-25,15,3,4,4,11,3.75,18.75,False,Clientes en Riesgo/Zombies
56,57,0,147.20135879310345,0.9482758620689655,True,False,572.0,2022-12-20,2023-07-24,23,5,5,5,15,5.75,28.75,False,Clientes VIP
57,58,2,224.0957522535211,0.8873239436619719,True,False,567.0,2022-12-01,2023-07-18,26,4,5,5,14,6.5,32.5,False,Clientes VIP
58,59,2,49.39096320754717,0.9433962264150944,True,False,121.0,2021-02-26,2023-06-09,46,4,5,2,11,11.5,57.5,False,Clientes en Riesgo/Zombies
59,60,0,36.41604050632912,0.9746835443037974,True,False,112.0,2020-10-27,2023-02-01,58,5,5,1,11,14.5,72.5,False,Clientes en Riesgo/Zombies
60,61,1,124.41722382978723,0.9787234042553191,False,True,136.0,2021-03-10,2023-08-10,21,5,5,5,15,5.25,26.25,False,Clientes VIP
61,62,8,40.88560103448276,0.9655172413793104,False,False,630.0,2022-04-13,2023-05-04,10,3,4,2,9,2.5,12.5,False,Clientes en Riesgo/Zombies
62,63,1,76.42268361702128,0.9148936170212766,True,False,112.0,2020-11-19,2023-08-09,21,5,5,4,14,5.25,26.25,False,Clientes VIP
63,64,2,205.80833824561404,0.9473684210526315,False,True,125.0,2021-08-25,2023-01-31,19,4,5,5,14,4.75,23.75,False,Clientes VIP
64,65,6,144.71465684210526,0.9473684210526315,True,False,1188.0,2022-10-20,2023-08-25,12,4,4,5,13,3.0,15.0,False,Clientes Leales
65,66,20,40.95145552631579,0.9210526315789473,False,False,478.0,2022-04-08,2023-03-17,9,3,3,2,8,2.25,11.25,True,Clientes Churneados
66,67,1,95.62849697674419,0.9767441860465116,False,True,120.0,2020-12-16,2023-07-20,48,5,5,4,14,12.0,60.0,False,Clientes VIP
67,68,3,132.41300821428572,1.0,True,False,149.0,2022-06-02,2023-07-05,24,4,5,5,14,6.0,30.0,False,Clientes VIP
68,69,0,94.17656398648649,0.9527027027027027,True,False,120.0,2021-05-14,2023-05-12,56,5,5,4,14,14.0,70.0,False,Clientes VIP
69,70,0,123.9928254736842,0.8947368421052632,False,True,1188.0,2020-12-04,2023-08-26,78,5,5,5,15,19.5,97.5,False,Clientes VIP
70,71,0,265.3660908,0.96,True,False,149.0,2022-05-13,2023-08-09,66,5,5,5,15,16.5,82.5,False,Clientes VIP
71,72,0,267.15274,1.0,False,False,136.0,2022-09-26,2023-02-08,28,5,5,5,15,7.0,35.0,False,Clientes VIP
72,73,0,47.61765714285714,1.0,False,False,120.0,2020-12-11,2023-03-07,14,5,4,2,11,3.5,17.5,False,Clientes en Riesgo/Zombies
73,74,14,35.8379628,1.0,False,False,477.0,2022-02-24,2023-05-20,10,3,4,1,8,2.5,12.5,True,Clientes Churneados
74,75,1,160.48864133333333,0.9333333333333333,True,False,381.0,2022-01-27,2023-06-22,18,5,4,5,14,4.5,22.5,False,Clientes VIP
75,76,6,129.30102805555555,0.9166666666666666,True,False,149.0,2022-12-03,2023-04-17,26,4,5,5,14,6.5,32.5,False,Clientes VIP
76,77,1,206.89653658536585,1.0,False,True,120.0,2021-08-05,2023-07-07,30,5,5,5,15,7.5,37.5,False,Clientes VIP
77,78,2,47.623961960784314,0.9803921568627451,True,False,569.0,2022-08-11,2023-04-18,23,4,5,2,11,5.75,28.75,False,Clientes en Riesgo/Zombies
78,79,2,37.87136988764045,0.8651685393258427,True,False,138.0,2021-03-15,2023-06-14,58,4,5,1,10,14.5,72.5,False,Clientes en Riesgo/Zombies
79,80,6,122.03414833333333,0.8888888888888888,True,False,149.0,2021-12-24,2023-03-10,14,4,4,5,13,3.5,17.5,False,Clientes Leales
80,81,0,109.52211954166665,0.9291666666666667,False,True,149.0,2022-02-09,2023-04-15,97,5,5,4,14,24.25,121.25,False,Clientes VIP
81,82,0,62.41720486842106,1.0,True,False,125.0,2021-12-01,2023-07-01,55,5,5,3,13,13.75,68.75,False,Clientes Leales
82,83,0,112.03123584615383,0.9076923076923077,False,True,112.0,2020-11-21,2023-03-13,51,5,5,4,14,12.75,63.75,False,Clientes VIP
83,84,2,154.08780042553192,0.9219858156028369,False,True,1188.0,2022-12-02,2023-07-21,55,4,5,5,14,13.75,68.75,False,Clientes VIP
84,85,13,38.26751230769231,1.0,False,False,347.0,2021-03-13,2023-04-28,8,3,3,1,7,2.0,10.0,True,Clientes Churneados
85,86,10,61.499995,1.0,False,False,478.0,2022-02-17,2023-05-24,18,3,4,3,10,4.5,22.5,False,Clientes en Riesgo/Zombies
86,87,1,36.96463827160493,0.9382716049382716,True,False,120.0,2020-12-08,2023-08-26,35,5,5,1,11,8.75,43.75,False,Clientes en Riesgo/Zombies
87,88,1,135.03959253968253,0.9365079365079365,True,False,33.0,2022-03-04,2023-06-05,26,5,5,5,15,6.5,32.5,False,Clientes VIP
88,89,5,231.27716607142858,1.0,True,False,33.0,2020-12-17,2023-02-13,15,4,4,5,13,3.75,18.75,False,Clientes Leales
89,90,5,220.81419529411764,1.0,True,False,473.0,2022-02-19,2023-08-26,7,4,3,5,12,1.75,8.75,False,Clientes Leales
90,91,0,133.2958677173913,0.9565217391304348,False,True,120.0,2020-12-10,2023-03-10,64,5,5,5,15,16.0,80.0,False,Clientes VIP
91,92,1,74.59539994219654,0.884393063583815,False,True,112.0,2022-01-13,2023-08-26,168,5,5,3,13,42.0,210.0,False,Clientes Leales
92,93,9,102.91813914893618,1.0,True,False,478.0,2022-04-15,2023-05-27,25,3,5,4,12,6.25,31.25,False,Clientes Leales
93,94,0,137.3875705531915,0.9106382978723404,False,True,1188.0,2021-12-20,2023-06-14,85,5,5,5,15,21.25,106.25,False,Clientes VIP
94,95,0,78.79247914529914,0.9914529914529915,True,False,138.0,2021-03-18,2023-03-21,94,5,5,4,14,23.5,117.5,False,Clientes VIP
95,96,0,110.57193157360406,0.9695431472081218,False,True,125.0,2021-05-20,2023-07-05,76,5,5,4,14,19.0,95.0,False,Clientes VIP
96,97,5,117.69121617647059,0.7647058823529411,True,False,112.0,2023-01-25,2023-07-05,13,4,4,5,13,3.25,16.25,False,Clientes Leales
97,98,0,55.21167652173913,1.0,True,False,631.0,2022-03-24,2023-01-28,10,5,4,3,12,2.5,12.5,False,Clientes Leales
98,99,1,76.47501785714284,0.9285714285714286,True,False,33.0,2023-01-14,2023-01-23,45,5,5,4,14,11.25,56.25,False,Clientes VIP
99,100,2,54.607320625,0.9375,True,False,121.0,2020-12-02,2023-06-22,10,4,4,3,11,2.5,12.5,False,Clientes en Riesgo/Zombies
100,101,1,77.962450625,1.0,True,False,149.0,2021-07-17,2023-04-29,9,5,3,4,12,2.25,11.25,False,Clientes Leales
101,102,1,39.71891732142858,0.9821428571428571,False,False,150.0,2021-07-23,2023-04-11,19,5,5,2,12,4.75,23.75,False,Clientes Leales
102,103,1,67.44167251264756,0.8718381112984823,False,True,112.0,2021-10-29,2023-06-08,514,5,5,3,13,128.5,642.5,False,Clientes Leales
103,104,0,189.80180811965812,0.9401709401709402,False,True,1188.0,2022-09-05,2023-02-18,55,5,5,5,15,13.75,68.75,False,Clientes VIP
104,105,1,113.28558704918032,0.8360655737704918,False,False,1188.0,2021-05-27,2023-04-14,31,5,5,4,14,7.75,38.75,False,Clientes VIP
105,106,33,79.78910647058824,1.0,False,False,136.0,2023-01-16,2023-07-19,8,2,3,4,9,2.0,10.0,True,Clientes Churneados
106,107,19,97.22304857142856,0.9523809523809523,True,False,149.0,2021-08-04,2023-02-18,5,3,3,4,10,1.25,6.25,True,Clientes Churneados
107,108,7,131.94157915789475,0.8894736842105263,True,False,149.0,2021-06-25,2023-02-20,70,3,5,5,13,17.5,87.5,False,Clientes Leales
108,109,0,53.280631666666665,0.8333333333333334,False,False,150.0,2022-02-16,2023-05-18,10,5,4,2,11,2.5,12.5,False,Clientes en Riesgo/Zombies
109,110,0,79.66852125,0.8888888888888888,True,False,112.0,2021-02-24,2023-05-20,25,5,5,4,14,6.25,31.25,False,Clientes VIP
110,111,12,223.41316842105263,0.9473684210526315,True,False,33.0,2020-10-21,2023-05-23,8,3,3,5,11,2.0,10.0,True,Clientes Churneados
111,112,9,50.61352782608696,0.9565217391304348,True,False,360.0,2021-12-15,2023-07-22,8,3,3,2,8,2.0,10.0,False,Clientes en Riesgo/Zombies
112,113,0,32.21334980519481,0.9058441558441559,False,True,112.0,2021-02-09,2023-08-09,125,5,5,1,11,31.25,156.25,False,Clientes en Riesgo/Zombies
113,114,2,56.718303023255814,0.6976744186046512,True,False,1188.0,2020-10-23,2023-05-09,17,4,4,3,11,4.25,21.25,False,Clientes en Riesgo/Zombies
114,115,2,122.74404154929579,0.9366197183098591,False,True,120.0,2022-02-01,2023-07-08,104,4,5,5,14,26.0,130.0,False,Clientes VIP
115,116,0,91.24046456989247,0.967741935483871,True,False,112.0,2021-09-04,2023-01-27,67,5,5,4,14,16.75,83.75,False,Clientes VIP
116,117,13,74.6725148,1.0,True,False,136.0,2022-10-21,2023-01-30,8,3,3,3,9,2.0,10.0,True,Clientes Churneados
117,118,0,44.471704,0.9666666666666667,True,False,136.0,2021-11-11,2023-08-31,10,5,4,2,11,2.5,12.5,False,Clientes en Riesgo/Zombies
118,119,0,103.39786398541919,0.9027946537059538,False,True,33.0,2022-05-23,2023-08-08,348,5,5,4,14,87.0,435.0,False,Clientes VIP
119,120,1,44.76293219178082,0.9863013698630136,True,False,358.0,2022-01-26,2023-02-25,25,5,5,2,12,6.25,31.25,False,Clientes Leales
120,121,3,60.114738260869565,1.0,True,False,1188.0,2021-04-26,2023-01-17,8,4,3,3,10,2.0,10.0,False,Clientes en Riesgo/Zombies
121,122,3,65.98401914285714,0.9428571428571428,True,False,0.0,2022-02-22,2023-08-21,28,4,5,3,12,7.0,35.0,False,Clientes Leales
122,123,1,78.16468754385966,1.0,True,False,149.0,2021-08-16,2023-08-16,19,5,5,4,14,4.75,23.75,False,Clientes VIP
123,124,2,41.589994090909094,1.0,True,False,121.0,2021-08-19,2023-06-09,19,4,5,2,11,4.75,23.75,False,Clientes en Riesgo/Zombies
124,125,2,194.22415745762711,1.0,True,False,347.0,2022-05-19,2023-03-18,25,4,5,5,14,6.25,31.25,False,Clientes VIP
125,126,8,60.78866125,0.9583333333333334,False,False,33.0,2021-08-28,2023-07-06,7,3,3,3,9,1.75,8.75,False,Clientes en Riesgo/Zombies
126,127,21,28.01500043478261,1.0,True,False,1188.0,2022-10-13,2023-05-12,7,3,3,1,7,1.75,8.75,True,Clientes Churneados
127,128,0,75.47288757961783,0.9426751592356688,True,False,1188.0,2021-05-05,2023-06-20,63,5,5,3,13,15.75,78.75,False,Clientes Leales
128,129,1,51.837958,0.9666666666666667,True,False,477.0,2022-09-10,2023-03-10,5,5,3,2,10,1.25,6.25,False,Clientes en Riesgo/Zombies
129,130,0,76.1004008045977,0.9482758620689655,False,True,347.0,2020-12-01,2023-06-17,71,5,5,4,14,17.75,88.75,False,Clientes VIP
130,131,0,128.13764494382022,0.8539325842696629,False,True,566.0,2022-03-16,2023-08-18,35,5,5,5,15,8.75,43.75,False,Clientes VIP
131,132,1,86.63856237288135,0.9152542372881356,True,False,120.0,2020-12-09,2023-08-09,49,5,5,4,14,12.25,61.25,False,Clientes VIP
132,133,3,300.06234064935063,0.9090909090909091,False,True,121.0,2021-01-05,2023-08-18,28,4,5,5,14,7.0,35.0,False,Clientes VIP
133,134,1,148.00656903614458,0.927710843373494,True,False,112.0,2022-06-04,2023-07-08,33,5,5,5,15,8.25,41.25,False,Clientes VIP
134,135,6,120.18190000000001,0.9615384615384616,False,True,112.0,2021-02-23,2023-02-03,16,4,4,5,13,4.0,20.0,False,Clientes Leales
135,136,0,209.31830567307694,0.9375,False,True,33.0,2022-11-09,2023-06-08,164,5,5,5,15,41.0,205.0,False,Clientes VIP
136,137,1,208.54480586826347,0.874251497005988,False,True,149.0,2020-12-11,2023-05-12,198,5,5,5,15,49.5,247.5,False,Clientes VIP
137,138,0,117.41711833333332,0.8717948717948718,True,False,1188.0,2021-01-14,2023-08-31,41,5,5,5,15,10.25,51.25,False,Clientes VIP
138,139,0,103.47400960784314,0.8823529411764706,False,True,149.0,2021-06-14,2023-08-26,22,5,5,4,14,5.5,27.5,False,Clientes VIP
139,140,0,122.0786900510204,0.9693877551020408,False,True,122.0,2020-12-08,2023-06-17,77,5,5,5,15,19.25,96.25,False,Clientes VIP
140,141,0,60.223948923076925,0.9538461538461539,True,False,1188.0,2021-01-29,2023-06-30,47,5,5,3,13,11.75,58.75,False,Clientes Leales
141,142,0,68.7473275,0.875,False,False,347.0,2021-11-05,2023-08-28,8,5,3,3,11,2.0,10.0,False,Clientes en Riesgo/Zombies
142,143,34,42.40257875,1.0,False,False,630.0,2022-08-03,2023-06-23,2,2,2,2,6,0.5,2.5,True,Clientes Churneados
143,144,6,112.256685,0.9230769230769231,False,False,1188.0,2021-12-30,2023-07-04,18,4,4,4,12,4.5,22.5,False,Clientes Leales
144,145,2,25.27211441860465,0.9767441860465116,True,False,121.0,2021-02-10,2023-04-22,14,4,4,1,9,3.5,17.5,False,Clientes en Riesgo/Zombies
145,146,1,46.7758812,0.96,True,False,149.0,2021-10-01,2023-06-23,12,5,4,2,11,3.0,15.0,False,Clientes en Riesgo/Zombies
146,147,2,42.11553074074074,1.0,False,False,476.0,2022-11-05,2023-06-22,14,4,4,2,10,3.5,17.5,False,Clientes en Riesgo/Zombies
147,148,5,53.734048571428566,1.0,True,False,125.0,2022-02-04,2023-07-28,5,4,3,2,9,1.25,6.25,False,Clientes en Riesgo/Zombies
148,149,1,128.7928644680851,0.9787234042553191,True,False,1188.0,2021-08-19,2023-01-20,25,5,5,5,15,6.25,31.25,False,Clientes VIP
149,150,6,96.00637133333333,1.0,True,False,33.0,2022-06-16,2023-02-16,13,4,4,4,12,3.25,16.25,False,Clientes Leales
150,151,3,142.24145336206897,0.8448275862068966,False,True,135.0,2022-02-04,2023-02-16,69,4,5,5,14,17.25,86.25,False,Clientes VIP
151,152,9,192.933073125,1.0,True,False,567.0,2022-05-03,2023-07-29,9,3,3,5,11,2.25,11.25,False,Clientes en Riesgo/Zombies
152,153,1,206.61506258620688,0.896551724137931,False,True,112.0,2020-12-01,2023-02-08,24,5,5,5,15,6.0,30.0,False,Clientes VIP
153,154,2,135.7195434666667,0.92,False,True,33.0,2021-01-12,2023-03-07,29,4,5,5,14,7.25,36.25,False,Clientes VIP
154,155,2,115.68540205882353,0.9411764705882353,True,False,150.0,2022-12-21,2023-05-23,34,4,5,4,13,8.5,42.5,False,Clientes Leales
155,156,2,420.89582357142854,0.9642857142857143,False,False,136.0,2021-03-12,2023-05-30,30,4,5,5,14,7.5,37.5,False,Clientes VIP
156,157,2,250.55077069444445,0.7777777777777778,False,True,360.0,2022-07-28,2023-07-15,29,4,5,5,14,7.25,36.25,False,Clientes VIP
157,158,1,182.99925307692308,0.9384615384615385,True,False,136.0,2022-08-30,2023-07-19,25,5,5,5,15,6.25,31.25,False,Clientes VIP
158,159,0,162.94526075949366,0.8607594936708861,True,False,472.0,2022-02-11,2023-08-23,27,5,5,5,15,6.75,33.75,False,Clientes VIP
159,160,8,78.8107045,0.9,True,False,33.0,2022-11-10,2023-06-17,10,3,4,4,11,2.5,12.5,False,Clientes en Riesgo/Zombies
160,161,6,29.1131376,0.98,False,False,150.0,2021-11-13,2023-05-09,20,4,5,1,10,5.0,25.0,False,Clientes en Riesgo/Zombies
161,162,22,55.3765375,1.0,False,False,125.0,2021-11-17,2023-07-19,4,3,3,3,9,1.0,5.0,True,Clientes Churneados
162,163,1,148.6919156060606,0.9545454545454546,False,True,120.0,2022-04-29,2023-05-11,31,5,5,5,15,7.75,38.75,False,Clientes VIP
163,164,0,207.78428260869566,0.9420289855072463,False,True,1188.0,2021-01-14,2023-01-19,79,5,5,5,15,19.75,98.75,False,Clientes VIP
164,165,2,142.04397028985508,0.7971014492753623,False,True,149.0,2022-02-25,2023-01-17,26,4,5,5,14,6.5,32.5,False,Clientes VIP
165,166,3,120.98214619047619,1.0,True,False,121.0,2020-12-09,2023-05-17,15,4,4,5,13,3.75,18.75,False,Clientes Leales
166,167,3,78.59397333333334,1.0,True,False,33.0,2020-11-05,2023-07-25,26,4,5,4,13,6.5,32.5,False,Clientes Leales
167,168,1,47.09872563636363,0.9636363636363636,True,False,572.0,2022-03-25,2023-03-02,21,5,5,2,12,5.25,26.25,False,Clientes Leales
168,169,20,45.4293555,1.0,False,False,634.0,2022-12-21,2023-06-29,7,3,3,2,8,1.75,8.75,True,Clientes Churneados
169,170,0,270.804324,0.94,False,True,149.0,2021-06-18,2023-04-05,40,5,5,5,15,10.0,50.0,False,Clientes VIP
170,171,0,112.55407697211155,0.8844621513944223,False,True,633.0,2022-06-03,2023-08-31,87,5,5,4,14,21.75,108.75,False,Clientes VIP
171,172,10,76.31548025641025,0.8461538461538461,True,False,136.0,2022-03-18,2023-03-07,24,3,5,4,12,6.0,30.0,False,Clientes Leales
172,173,6,66.37208475,0.95,True,False,632.0,2022-04-01,2023-06-23,17,4,4,3,11,4.25,21.25,False,Clientes en Riesgo/Zombies
173,174,3,52.924632125,0.95,True,False,1188.0,2020-10-15,2023-03-17,29,4,5,2,11,7.25,36.25,False,Clientes en Riesgo/Zombies
174,175,0,29.728444545454547,1.0,True,False,356.0,2021-04-24,2023-04-15,28,5,5,1,11,7.0,35.0,False,Clientes en Riesgo/Zombies
175,176,1,169.74972015625,0.984375,True,False,125.0,2021-08-06,2023-02-02,19,5,5,5,15,4.75,23.75,False,Clientes VIP
176,177,0,50.18814433070866,0.937007874015748,False,True,125.0,2021-04-16,2023-06-15,60,5,5,2,12,15.0,75.0,False,Clientes Leales
177,178,1,108.54707476190477,0.9761904761904762,True,False,33.0,2021-07-30,2023-07-27,19,5,5,4,14,4.75,23.75,False,Clientes VIP
178,179,2,82.29643066666668,1.0,True,False,357.0,2022-02-08,2023-02-16,4,4,3,4,11,1.0,5.0,False,Clientes en Riesgo/Zombies
179,180,5,239.148445,0.75,False,False,632.0,2022-10-05,2023-05-26,16,4,4,5,13,4.0,20.0,False,Clientes Leales
180,181,33,36.62307333333333,1.0,False,False,150.0,2021-07-08,2023-07-05,5,2,3,1,6,1.25,6.25,True,Clientes Churneados
181,182,0,74.86344514285715,0.9428571428571428,True,False,120.0,2022-04-19,2023-08-23,20,5,5,3,13,5.0,25.0,False,Clientes Leales
182,183,5,275.1913828,1.0,False,False,121.0,2021-01-15,2023-07-17,20,4,5,5,14,5.0,25.0,False,Clientes VIP
183,184,33,173.14846916666667,0.6666666666666666,False,False,351.0,2021-12-22,2023-07-01,3,2,2,5,9,0.75,3.75,True,Clientes Churneados
184,185,6,45.38134964285714,0.9642857142857143,True,False,136.0,2021-08-05,2023-07-14,10,4,4,2,10,2.5,12.5,False,Clientes en Riesgo/Zombies
185,186,0,85.42982111111111,0.9444444444444444,True,False,33.0,2022-11-24,2023-07-01,74,5,5,4,14,18.5,92.5,False,Clientes VIP
186,187,1,70.84354301587302,0.8888888888888888,True,False,33.0,2020-11-06,2023-04-17,30,5,5,3,13,7.5,37.5,False,Clientes Leales
187,188,0,74.43628101449276,0.9565217391304348,True,False,136.0,2021-03-04,2023-08-01,26,5,5,3,13,6.5,32.5,False,Clientes Leales
188,189,1,60.46537583333333,0.75,False,False,149.0,2022-10-14,2023-07-19,24,5,5,3,13,6.0,30.0,False,Clientes Leales
